"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"log10_Adjusted"	"ONTOLOGY"
"GOCC_NUCLEAR_MEMBRANE"	"GOCC_NUCLEAR_MEMBRANE"	"NUCLEAR_MEMBRANE"	"51/1158"	"300/14332"	2.7160623947242e-07	3.92784407852423e-06	2.57311174237029e-06	"TMEM43/ENO1/SCRN1/GNAQ/MYO6/PAFAH1B1/KPNA4/GLE1/CBX3/NUP35/VAPA/MATR3/UTP18/KPNB1/RRP12/TMEM109/SUMO1/ARL6IP6/TXNL4A/XPO1/PLRG1/ZMPSTE24/SUN1/LMNA/NUP153/RANBP2/SULT1E1/NUP98/NUP107/WTAP/AAAS/TMEM201/CLIC1/WDR3/CENPV/MTDH/LEMD2/NUP210/NUP133/AHCTF1/NUP205/RBM15/CPNE1/NDC1/NUP85/OSBPL8/HACD3/DHCR7/SH3BGRL2/NUP50/LEMD3"	51	5.58954135329954	"CC"
"GOCC_ATPASE_COMPLEX"	"GOCC_ATPASE_COMPLEX"	"ATPASE_COMPLEX"	"23/1158"	"88/14332"	3.14329660626654e-07	4.32394947788861e-06	2.83259848215547e-06	"SMARCA1/GATAD2B/RUVBL1/MTA1/KAT5/C17orf49/DEK/SMARCD2/SF3B1/MBD3/VCP/RBBP4/CHD3/CHD4/ANP32E/TRRAP/CSNK2A1/HDAC1/GATAD2A/HDAC2/RSF1/SMARCB1/RUVBL2"	23	5.54781498190122	"CC"
"GOCC_SPLICEOSOMAL_SNRNP_COMPLEX"	"GOCC_SPLICEOSOMAL_SNRNP_COMPLEX"	"SPLICEOSOMAL_SNRNP_COMPLEX"	"23/1158"	"88/14332"	3.14329660626654e-07	4.32394947788861e-06	2.83259848215547e-06	"PRPF40A/SNRPA/SF3A3/HTATSF1/USP39/PRPF31/TXNL4A/SART1/SF3B1/SNRPB2/SNRPB/LSM3/SNRPD1/SNRPD2/SF3B2/SF3B3/SF3A1/SNRPA1/SNRPC/PRPF8/PHF5A/LUC7L2/SF3B6"	23	5.54781498190122	"CC"
"GOCC_RIBONUCLEOPROTEIN_GRANULE"	"GOCC_RIBONUCLEOPROTEIN_GRANULE"	"RIBONUCLEOPROTEIN_GRANULE"	"46/1158"	"261/14332"	3.60811424505897e-07	4.84518198622204e-06	3.17405538851052e-06	"PSMA6/DDX3X/PSMA2/EDC4/LARP1/UBAP2L/MEX3A/RAC1/KPNB1/YTHDF2/TIA1/PSMC2/PUM1/SUMO1/CELF1/PSMA4/APOBEC3F/DDX3Y/RPLP0/TUBB/SNRPB2/PABPC1/VCP/CDC42/LSM3/POLR2G/SARNP/HNRNPU/EIF4G1/CKAP4/NSUN2/TARDBP/G3BP1/CIRBP/EIF2S1/TUBA1A/TRIM5/LIN28A/UPF2/MOV10/IGF2BP1/NXF1/AGO1/G3BP2/PSMC3/CHTOP"	46	5.49838549890613	"CC"
"GOCC_MEMBRANE_COAT"	"GOCC_MEMBRANE_COAT"	"MEMBRANE_COAT"	"22/1158"	"84/14332"	5.43971821401189e-07	7.13488621558769e-06	4.67402960371646e-06	"CLINT1/COPG2/AP3D1/EPS15L1/ARCN1/SEC24C/SEC23A/COPB2/AP2S1/SEC31A/AP2A1/COPB1/COPA/AP2B1/CLTC/PDCD6/SAR1A/COPE/EPS15/AP2M1/VPS18/COPG1"	22	5.3303085412613	"CC"
"GOCC_FIBRILLAR_COLLAGEN_TRIMER"	"GOCC_FIBRILLAR_COLLAGEN_TRIMER"	"FIBRILLAR_COLLAGEN_TRIMER"	"8/1158"	"12/14332"	6.54194759998964e-07	8.38558737816854e-06	5.49335791290996e-06	"COL1A2/COL1A1/COL2A1/COL3A1/COL5A2/COL5A1/LUM/COL16A1"	8	5.2601621041394	"CC"
"GOCC_COATED_VESICLE"	"GOCC_COATED_VESICLE"	"COATED_VESICLE"	"49/1158"	"292/14332"	6.90367108150627e-07	8.65260108882119e-06	5.6682773090262e-06	"TMED10/APOE/CLINT1/COPG2/SCARB2/MYO6/BCAP31/ARCN1/WNT5A/SEC24C/LMAN2/ERGIC1/HSPA8/SEC23A/COPB2/RAB8B/AP2S1/GOSR2/SNX3/USO1/SEC22B/SEC31A/AP2A1/RAB5A/DNM2/COPB1/COPA/RAB14/AP2B1/CLTC/GOLGA2/TMED1/MYO1E/RAB13/PDCD6/LMAN1/SAR1A/STON2/COPE/LRP2/TMED4/AP2M1/KDELR1/TMED9/AP1M1/VPS18/DBNL/TMED5/COPG1"	49	5.2465489109239	"CC"
"GOCC_CHROMOSOME_CENTROMERIC_REGION"	"GOCC_CHROMOSOME_CENTROMERIC_REGION"	"CHROMOSOME_CENTROMERIC_REGION"	"41/1158"	"227/14332"	8.00174337513768e-07	9.81083318169054e-06	6.4270295759115e-06	"LRWD1/SMC1A/PAFAH1B1/NUP160/PPP2R1A/SIN3A/KAT7/CBX3/RCC2/SUGT1/SUMO3/ZW10/PDS5A/ZNF207/BUB3/XPO1/DYNC1LI2/CLASP2/CTCF/NUP98/NUP107/HNRNPU/CENPC/DCTN2/CKAP5/DCTN1/CLASP1/CENPV/PHF6/SMC5/NUP37/NUP133/AHCTF1/PPP2CB/SEH1L/NUP85/PDS5B/PPP1CC/SMC3/DYNC1LI1/DNMT3A"	41	5.1919897015482	"CC"
"GOCC_CHAPERONE_COMPLEX"	"GOCC_CHAPERONE_COMPLEX"	"CHAPERONE_COMPLEX"	"13/1158"	"34/14332"	1.08603488532983e-06	1.3032418623958e-05	8.53747468646744e-06	"PTGES3/BAG2/CCT3/RUVBL1/CCT4/HSPA8/HSP90AB1/TCP1/CCT5/CCT8/CCT7/CCT6A/RUVBL2"	13	5.06867057098758	"CC"
"GOCC_HETEROCHROMATIN"	"GOCC_HETEROCHROMATIN"	"HETEROCHROMATIN"	"19/1158"	"69/14332"	1.40189207471423e-06	1.62520823469747e-05	1.06466608879958e-05	"TNKS1BP1/UHRF1/LRWD1/CBX3/RING1/BAZ2A/MBD3/HMGA1/TCP1/MECP2/HMGA2/TOP2B/CENPC/TRIM28/HDAC1/RNF2/MPHOSPH8/MBD2/DNMT3A"	19	4.97278657863845	"CC"
"GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX"	"GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX"	"SM_LIKE_PROTEIN_FAMILY_COMPLEX"	"25/1158"	"109/14332"	1.41197169326554e-06	1.62520823469747e-05	1.06466608879958e-05	"LARP7/PRPF40A/SNRPA/SF3A3/HTATSF1/USP39/PRPF31/TXNL4A/SART1/SF3B1/SNRPB2/SNRPB/LSM3/SNRPD1/SNRPD2/SF3B2/SF3B3/SF3A1/SNRPA1/SNRPC/PRPF8/PHF5A/LUC7L2/SF3B6/STRAP"	25	4.97278657863845	"CC"
"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"28/1158"	"131/14332"	1.53026099388911e-06	1.72613440110691e-05	1.13078233443174e-05	"TMED10/COPG2/BCAP31/FN1/PDIA6/CALR/UGGT1/ATP6AP1/LMAN2/ERGIC1/GOSR2/SEC22B/P4HB/SERPINH1/COPB1/GOLGA2/TMED1/LMAN1/RER1/HMGB1/SURF4/RAB1B/TMED4/KDELR1/CHP1/TMED9/TMED5/COPG1"	28	4.94662098486482	"CC"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT"	"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT"	"CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT"	"17/1158"	"58/14332"	1.93670173643117e-06	2.14176427322976e-05	1.40305946230617e-05	"RPL17/RPL5/RPL14/RPL24/RPL32/RPL30/RPL19/RPLP2/RPLP0/RPL12/RPL4/RPL7A/RPL10A/RPL39P5/RPL21/RPL27A/RPL36"	17	4.85292392298146	"CC"
"GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION"	"GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION"	"CONDENSED_CHROMOSOME_CENTROMERIC_REGION"	"31/1158"	"156/14332"	2.23627075988447e-06	2.42549367033624e-05	1.58892922412844e-05	"LRWD1/SMC1A/PAFAH1B1/NUP160/SIN3A/CBX3/SUGT1/SUMO3/ZW10/ZNF207/BUB3/XPO1/DYNC1LI2/CLASP2/NUP98/NUP107/HNRNPU/CENPC/DCTN2/CKAP5/DCTN1/CLASP1/CENPV/PHF6/NUP37/NUP133/AHCTF1/SEH1L/NUP85/PPP1CC/DYNC1LI1"	31	4.79889544719478	"CC"
"GOCC_METHYLTRANSFERASE_COMPLEX"	"GOCC_METHYLTRANSFERASE_COMPLEX"	"METHYLTRANSFERASE_COMPLEX"	"22/1158"	"92/14332"	2.86743957286092e-06	3.05138852659162e-05	1.99894993063393e-05	"WDR77/HSD17B10/HCFC1/ZC3H13/KMT2A/MEN1/RNMT/RBBP5/RUVBL1/PRPF31/ASH2L/C17orf49/SNRPB/SNRPD1/SNRPD2/RBBP4/WTAP/WDR82/HDAC2/RBM15/RNF2/RUVBL2"	22	4.69919808388175	"CC"
"GOCC_COMPLEX_OF_COLLAGEN_TRIMERS"	"GOCC_COMPLEX_OF_COLLAGEN_TRIMERS"	"COMPLEX_OF_COLLAGEN_TRIMERS"	"10/1158"	"22/14332"	2.99367293830362e-06	3.12672506889489e-05	2.04830253673406e-05	"COL1A2/COL1A1/COL2A1/COL3A1/COL4A1/COL5A2/COL4A2/COL5A1/LUM/COL16A1"	10	4.68860589714422	"CC"
"GOCC_CYTOPLASMIC_STRESS_GRANULE"	"GOCC_CYTOPLASMIC_STRESS_GRANULE"	"CYTOPLASMIC_STRESS_GRANULE"	"20/1158"	"79/14332"	3.13961366071003e-06	3.21953109934628e-05	2.10909932040042e-05	"DDX3X/LARP1/UBAP2L/KPNB1/YTHDF2/TIA1/PUM1/CELF1/PABPC1/VCP/EIF4G1/TARDBP/G3BP1/CIRBP/EIF2S1/LIN28A/MOV10/IGF2BP1/NXF1/G3BP2"	20	4.67590296825188	"CC"
"GOCC_CELL_CORTEX"	"GOCC_CELL_CORTEX"	"CELL_CORTEX"	"49/1158"	"310/14332"	4.02907013520575e-06	4.05784920760008e-05	2.65827747642335e-05	"RHOA/ENO1/ACTN4/GLRX3/MYO6/FSCN1/PAFAH1B1/MYH9/RAC1/LASP1/CAPZB/CAP1/CDH2/CTBP1/EPB41L2/CTNND1/WDR1/CLASP2/FLNB/MYO1D/PFN1/RHOC/MARCKS/MYH10/CTBP2/CALD1/COTL1/DCTN1/DYNC1H1/NUMA1/LLGL1/MAPRE1/MYO1E/CRIP2/CTTN/EEF1A1/CAPN2/EZR/EXOC4/MYL9/CLASP1/PARD3/PARD3B/EXOC2/PPP1R9B/RAI14/DBNL/CORO1C/ACTR1A"	49	4.5753996884836	"CC"
"GOCC_CHAPERONIN_CONTAINING_T_COMPLEX"	"GOCC_CHAPERONIN_CONTAINING_T_COMPLEX"	"CHAPERONIN_CONTAINING_T_COMPLEX"	"7/1158"	"11/14332"	5.45330549802302e-06	5.39590228225436e-05	3.53482960259664e-05	"CCT3/CCT4/TCP1/CCT5/CCT8/CCT7/CCT6A"	7	4.45163151664378	"CC"
"GOCC_FIBRILLAR_CENTER"	"GOCC_FIBRILLAR_CENTER"	"FIBRILLAR_CENTER"	"28/1158"	"140/14332"	6.00453602604826e-06	5.83889365291589e-05	3.82503111641187e-05	"NFIB/FBLL1/RNMT/EIF3L/PSPC1/UBTF/UBE2N/NHEJ1/IMP4/NOP56/PLRG1/URB1/USO1/DKC1/SNRPB2/EEF1D/RAE1/ACACA/WDR43/NONO/EZR/MTDH/FBL/SMARCB1/GAR1/RAI14/NOP58/TIMM13"	28	4.41736502753494	"CC"
"GOCC_ACTIN_FILAMENT_BUNDLE"	"GOCC_ACTIN_FILAMENT_BUNDLE"	"ACTIN_FILAMENT_BUNDLE"	"19/1158"	"78/14332"	1.0102613810233e-05	9.65741387961254e-05	6.32652532986936e-05	"TPM1/ACTN4/FSCN1/MYH9/MYO1C/SYNPO2/CNN2/FLNB/PLS3/MARCKS/MYH10/VIL1/LIMA1/MYL9/MYH14/SYNPO/PALLD/PDLIM2/LIMCH1"	19	4.19883474881123	"CC"
"GOCC_COATED_VESICLE_MEMBRANE"	"GOCC_COATED_VESICLE_MEMBRANE"	"COATED_VESICLE_MEMBRANE"	"32/1158"	"176/14332"	1.0974422925905e-05	0.000103159575503507	6.75793411753099e-05	"TMED10/APOE/CLINT1/COPG2/SCARB2/MYO6/ARCN1/WNT5A/SEC24C/HSPA8/SEC23A/COPB2/AP2S1/GOSR2/USO1/SEC22B/SEC31A/AP2A1/RAB5A/COPB1/COPA/AP2B1/CLTC/PDCD6/LMAN1/SAR1A/COPE/LRP2/AP2M1/KDELR1/DBNL/COPG1"	32	4.17018604643686	"CC"
"GOCC_COLLAGEN_TRIMER"	"GOCC_COLLAGEN_TRIMER"	"COLLAGEN_TRIMER"	"20/1158"	"86/14332"	1.25574137887008e-05	0.000116104612734873	7.60595727322516e-05	"COL6A2/COL1A2/COL6A1/COL6A6/COL21A1/COL6A3/COL12A1/COL1A1/COL2A1/COL3A1/COL4A1/COL5A2/COL4A2/COL5A1/COL18A1/LUM/COL14A1/COL16A1/COL26A1/EMILIN1"	20	4.11884611858453	"CC"
"GOCC_COPI_VESICLE_COAT"	"GOCC_COPI_VESICLE_COAT"	"COPI_VESICLE_COAT"	"7/1158"	"13/14332"	2.45295025749235e-05	0.000223139346004143	0.000146177511100139	"COPG2/ARCN1/COPB2/COPB1/COPA/COPE/COPG1"	7	3.83511943692925	"CC"
"GOCC_COPI_COATED_VESICLE"	"GOCC_COPI_COATED_VESICLE"	"COPI_COATED_VESICLE"	"9/1158"	"22/14332"	2.69035266850725e-05	0.000240850619847315	0.000157780081310951	"TMED10/COPG2/ARCN1/COPB2/COPB1/COPA/COPE/KDELR1/COPG1"	9	3.80194782446473	"CC"
"GOCC_COPI_COATED_VESICLE_MEMBRANE"	"GOCC_COPI_COATED_VESICLE_MEMBRANE"	"COPI_COATED_VESICLE_MEMBRANE"	"8/1158"	"18/14332"	3.71918669480682e-05	0.000327753327479851	0.000214709626624538	"COPG2/ARCN1/COPB2/COPB1/COPA/COPE/KDELR1/COPG1"	8	3.66814848329458	"CC"
"GOCC_CONDENSED_CHROMOSOME"	"GOCC_CONDENSED_CHROMOSOME"	"CONDENSED_CHROMOSOME"	"40/1158"	"256/14332"	3.96695002149393e-05	0.000344209201865011	0.000225489790695444	"TTN/LRWD1/SMC1A/PAFAH1B1/NUP160/SIN3A/CBX3/SUGT1/SUMO3/ZW10/UBE2I/ZNF207/BUB3/XPO1/DYNC1LI2/BRD4/CLASP2/HMGB2/CTCF/NUP98/NUP107/HNRNPU/CENPC/DCTN2/CKAP5/DCTN1/HMGB1/CLASP1/CENPV/PHF6/SMC5/NUP37/NUP133/AHCTF1/RAD50/SEH1L/NUP85/PPP1CC/SMC3/DYNC1LI1"	40	3.64687311651331	"CC"
"GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR"	"GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR"	"PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR"	"9/1158"	"23/14332"	4.10399860364302e-05	0.000350705335220404	0.000229745376376188	"RRP15/BOP1/RRP1/PES1/EIF6/EBNA1BP2/FTSJ3/MAK16/RPF1"	9	3.63875322002678	"CC"
"GOCC_CLATHRIN_COAT_OF_COATED_PIT"	"GOCC_CLATHRIN_COAT_OF_COATED_PIT"	"CLATHRIN_COAT_OF_COATED_PIT"	"7/1158"	"14/14332"	4.56342920035854e-05	0.000384145383433167	0.000251651790938861	"EPS15L1/AP2S1/AP2A1/AP2B1/CLTC/EPS15/AP2M1"	7	3.59919997449753	"CC"
"GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX"	"GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX"	"U12_TYPE_SPLICEOSOMAL_COMPLEX"	"10/1158"	"29/14332"	5.48936415107773e-05	0.000455294320765859	0.000298261117187041	"DHX15/SF3B1/SNRPB/SNRPD1/SNRPD2/SF3B2/SF3B3/SF3B4/PHF5A/SF3B6"	10	3.52540335975149	"CC"
"GOCC_VACUOLAR_LUMEN"	"GOCC_VACUOLAR_LUMEN"	"VACUOLAR_LUMEN"	"30/1158"	"174/14332"	5.7868999291851e-05	0.000473016168124695	0.000309870614057051	"SCARB2/GPC1/FMOD/BGN/PA2G4/CAP1/GPC3/LAMP2/CHID1/HSPA8/GCA/CTSD/AGRN/GPC4/CYB5R3/TUBB/DCN/LUM/PRELP/VCP/HSPG2/DYNC1H1/MAPK1/CCT8/VCAN/TOLLIP/OGN/FAF2/PSMD1/VAT1"	30	3.50881960723276	"CC"
"GOCC_COP9_SIGNALOSOME"	"GOCC_COP9_SIGNALOSOME"	"COP9_SIGNALOSOME"	"7/1158"	"15/14332"	7.95986609247046e-05	0.00064133778230762	0.000420137293001072	"COPS5/GRB2/COPS6/GPS1/COPS8/COPS4/COPS2"	7	3.37660876710342	"CC"
"GOCC_NUCLEOCYTOPLASMIC_TRANSPORT_COMPLEX"	"GOCC_NUCLEOCYTOPLASMIC_TRANSPORT_COMPLEX"	"NUCLEOCYTOPLASMIC_TRANSPORT_COMPLEX"	"6/1158"	"11/14332"	8.8976995455436e-05	0.000706803175167125	0.000463023356632439	"KPNA4/XPO5/KPNB1/KPNA6/RAN/KPNA3"	6	3.33439710098909	"CC"
"GOCC_MYOSIN_COMPLEX"	"GOCC_MYOSIN_COMPLEX"	"MYOSIN_COMPLEX"	"14/1158"	"56/14332"	0.000107802933391327	0.000844456311565395	0.000553199263455494	"MYO6/MYH11/MYH9/MYO1C/MYL4/MYL12A/MYO1D/MYH3/MYH10/CGNL1/MYO1E/MYL9/MYH14/MYO5A"	14	3.2571184067938	"CC"
"GOCC_ACTOMYOSIN"	"GOCC_ACTOMYOSIN"	"ACTOMYOSIN"	"17/1158"	"77/14332"	0.000110795915510144	0.000856012278735904	0.00056076952190426	"TPM1/ACTN4/FSCN1/MYH9/MYO1C/SYNPO2/CDC42BPB/CNN2/FLNB/MYH10/LIMA1/MYL9/MYH14/SYNPO/PALLD/PDLIM2/LIMCH1"	17	3.25121559851589	"CC"
"GOCC_CORTICAL_CYTOSKELETON"	"GOCC_CORTICAL_CYTOSKELETON"	"CORTICAL_CYTOSKELETON"	"21/1158"	"107/14332"	0.000112614174383248	0.000858302626380433	0.000562269917617641	"ACTN4/MYH9/LASP1/CAPZB/CAP1/CDH2/EPB41L2/WDR1/CALD1/COTL1/NUMA1/LLGL1/MAPRE1/MYO1E/CTTN/EEF1A1/CAPN2/EZR/CLASP1/PPP1R9B/DBNL"	21	3.25005515135125	"CC"
"GOCC_MLL1_2_COMPLEX"	"GOCC_MLL1_2_COMPLEX"	"MLL1_2_COMPLEX"	"10/1158"	"32/14332"	0.000141341679677531	0.00106288943117503	0.000696293748306152	"HCFC1/KMT2A/MEN1/RBBP5/RUVBL1/PRPF31/ASH2L/C17orf49/RNF2/RUVBL2"	10	3.15720750413266	"CC"
"GOCC_LAMELLIPODIUM"	"GOCC_LAMELLIPODIUM"	"LAMELLIPODIUM"	"32/1158"	"201/14332"	0.000159524150670081	0.00118355707258358	0.000775342539150499	"RHOA/CDK5/DDX3X/FSCN1/NCKAP1/RAC1/CAPZB/CDH2/SORBS2/TWF2/CDC42BPB/CTNND1/P4HB/PABPC1/MYH10/DNM2/ACTR3/TUBB3/RAB13/VIL1/SNX2/CTTN/ARPC2/DPYSL3/CYFIP1/PALLD/EPHA2/PPP1R9B/PARVA/IGF2BP1/DBNL/CORO1C"	32	3.1105063878201	"CC"
"GOCC_SITE_OF_POLARIZED_GROWTH"	"GOCC_SITE_OF_POLARIZED_GROWTH"	"SITE_OF_POLARIZED_GROWTH"	"28/1158"	"167/14332"	0.000165238138077272	0.00118355707258358	0.000775342539150499	"CDK5/COPG2/FSCN1/PAFAH1B1/USP9X/CALM3/NEFL/TWF2/CTNND1/HSP90AB1/MAP1B/DNM2/COPA/BASP1/KLC1/TUBB3/DCTN2/CRMP1/CTTN/DPYSL3/EXOC4/CYFIP1/MYH14/PALLD/PPP1R9B/IGF2BP1/DBNL/MYO5A"	28	3.1105063878201	"CC"
"GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX"	"GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX"	"DNA_REPLICATION_PREINITIATION_COMPLEX"	"6/1158"	"12/14332"	0.000165781930379615	0.00118355707258358	0.000775342539150499	"MCM5/MCM7/MCM2/MCM4/MCM6/MCM3"	6	3.1105063878201	"CC"
"GOCC_PRP19_COMPLEX"	"GOCC_PRP19_COMPLEX"	"PRP19_COMPLEX"	"6/1158"	"12/14332"	0.000165781930379615	0.00118355707258358	0.000775342539150499	"CTNNBL1/HSPA8/PLRG1/XAB2/RBM22/ISY1"	6	3.1105063878201	"CC"
"GOCC_ACTIN_FILAMENT"	"GOCC_ACTIN_FILAMENT"	"ACTIN_FILAMENT"	"21/1158"	"110/14332"	0.00016953738108994	0.00119523853668408	0.000782995010033804	"TPM1/MYO6/NCKAP1/RAC1/TWF2/MYO1C/ACTG1/ANXA1/SRC/PLS3/TWF1/COTL1/CTTN/DPYSL3/EZR/PALLD/PDLIM2/AIF1L/VPS18/DBNL/MYO5A"	21	3.10624100565813	"CC"
"GOCC_BASEMENT_MEMBRANE"	"GOCC_BASEMENT_MEMBRANE"	"BASEMENT_MEMBRANE"	"19/1158"	"95/14332"	0.000181510511609894	0.00126385096972815	0.000827942684536358	"TGFBI/FBN1/FN1/NID1/LAMB1/AGRN/LAMA5/COL2A1/COL4A1/COL4A2/LAMC1/COL5A1/LAMA1/COL18A1/LAMB2/HSPG2/NID2/FREM1/FREM2"	19	3.08199972680347	"CC"
"GOCC_CONTRACTILE_FIBER"	"GOCC_CONTRACTILE_FIBER"	"CONTRACTILE_FIBER"	"36/1158"	"238/14332"	0.000184513827195414	0.00126909510412456	0.000831378091727732	"ENO1/CSRP2/TTN/TPM1/ACTN4/JUP/GLRX3/PSMA6/MYH11/PLEC/ARF1/CAPZB/CALM3/CSRP1/SORBS2/TWF2/DEK/SYNPO2/MYL4/ACTG1/FLNB/ALDOA/MYH3/ATP2B4/FKBP1A/CALD1/TWF1/ANK3/FLNC/LMAN1/MYL9/SYNPO/PALLD/PDLIM2/PARVA/CORO1C"	36	3.08020142410105	"CC"
"GOCC_MYOSIN_II_COMPLEX"	"GOCC_MYOSIN_II_COMPLEX"	"MYOSIN_II_COMPLEX"	"8/1158"	"22/14332"	0.000202810251309359	0.00137813231010215	0.000902807840324479	"MYH11/MYH9/MYL4/MYL12A/MYH3/MYH10/MYL9/MYH14"	8	3.04440467800049	"CC"
"GOCC_RUFFLE"	"GOCC_RUFFLE"	"RUFFLE"	"29/1158"	"178/14332"	0.000212433563827785	0.0014263396428437	0.000934388231874091	"RHOA/TPM1/MYO6/FSCN1/NME1/ARHGEF2/MYH9/NCKAP1/RAC1/MYO1C/CLASP2/SRC/ARF4/RAB5A/DNM2/TWF1/VIL1/LIMA1/CTTN/EEF1A1/EZR/CYFIP1/PALLD/EPHA2/PPP1R9B/AIF1L/DBNL/CORO1C/MYO5A"	29	3.02947263990669	"CC"
"GOCC_AZUROPHIL_GRANULE"	"GOCC_AZUROPHIL_GRANULE"	"AZUROPHIL_GRANULE"	"26/1158"	"157/14332"	0.000340079488091982	0.00225652742686915	0.0014782402516444	"DDOST/LPCAT1/PA2G4/VAPA/CAP1/PRCP/LAMP2/RAP1B/ATP6V0C/GCA/DNAJC13/CYB5R3/TUBB/VCP/CKAP4/DYNC1H1/MAPK1/CCT8/NCSTN/SURF4/TOLLIP/LAMTOR1/FAF2/PSMD1/VAT1/CPNE1"	26	2.83025497630383	"CC"
"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE"	"ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE"	"16/1158"	"77/14332"	0.000365173184045888	0.00239485669537071	0.00156885908935259	"TMED10/BCAP31/CALR/ATP6AP1/LMAN2/ERGIC1/GOSR2/SEC22B/GOLGA2/TMED1/LMAN1/SURF4/RAB1B/KDELR1/TMED9/TMED5"	16	2.80441606180809	"CC"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT"	"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT"	"CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT"	"11/1158"	"43/14332"	0.00046985068377778	0.00299682583530905	0.0019632061743066	"RPS10/RPS7/RPS19/RPSA/RPS17/RPS12/RPS13/RPS8/RPS27A/RPS3A/RPS21"	11	2.70703408875365	"CC"
"GOCC_BRUSH_BORDER"	"GOCC_BRUSH_BORDER"	"BRUSH_BORDER"	"19/1158"	"102/14332"	0.000470230791266063	0.00299682583530905	0.0019632061743066	"PLEC/MYH9/CAPZB/GNA13/MME/MYO1C/DCXR/DNM1L/FLNB/MYO1D/HSP90AB1/ACTR3/MYO1E/VIL1/LIMA1/CLIC1/EZR/MYH14/LRP2"	19	2.70703408875365	"CC"
"GOCC_SPINDLE"	"GOCC_SPINDLE"	"SPINDLE"	"52/1158"	"402/14332"	0.000472903367628556	0.00299682583530905	0.0019632061743066	"TPT1/SMC1A/ARHGEF2/PAFAH1B1/KIF2A/MAP4/MYH9/ODF2/CBX3/RCC2/VPS4B/ZW10/CALM3/CCAR2/CIAO1/NUBP2/VPS4A/ZNF207/KATNAL2/CLASP2/NPM1/ARL3/CDC42/RAE1/CLTC/HNRNPU/GOLGA2/NSUN2/CKAP5/TTLL12/CRMP1/DCTN1/NUMA1/MAPRE2/MAPRE1/MAPK1/TUBB8/CTTN/AAAS/CUL3/TMEM201/CEP170/CLASP1/CENPV/PPP2CB/VRK1/DIDO1/NUP85/TBL1XR1/RACGAP1/SMC3/DYNC1LI1"	52	2.70703408875365	"CC"
"GOCC_RIBOSOMAL_SUBUNIT"	"GOCC_RIBOSOMAL_SUBUNIT"	"RIBOSOMAL_SUBUNIT"	"28/1158"	"178/14332"	0.000487431828704125	0.00305457279321252	0.0020010359283643	"RPL17/RPS10/RPS7/RPL5/RPL14/RPS19/RPSA/RPL24/RPL32/RPL30/RPS17/RPL19/RPLP2/RPLP0/RPS12/RPL12/RPL4/RPS13/RPL7A/RPL10A/RPL39P5/RPS8/RPS27A/RPL21/RPS3A/RPL27A/RPS21/RPL36"	28	2.69874511358754	"CC"
"GOCC_CORTICAL_ACTIN_CYTOSKELETON"	"GOCC_CORTICAL_ACTIN_CYTOSKELETON"	"CORTICAL_ACTIN_CYTOSKELETON"	"16/1158"	"79/14332"	0.000494334439283175	0.00306378707423858	0.0020070721594956	"ACTN4/MYH9/LASP1/CAP1/CDH2/EPB41L2/WDR1/CALD1/COTL1/LLGL1/MYO1E/CTTN/EEF1A1/CAPN2/PPP1R9B/DBNL"	16	2.69743701320888	"CC"
"GOCC_POLYSOMAL_RIBOSOME"	"GOCC_POLYSOMAL_RIBOSOME"	"POLYSOMAL_RIBOSOME"	"9/1158"	"31/14332"	0.000560829241045228	0.0034381270864077	0.0022523004989345	"LARP1/RPL24/RPL32/RPL30/RPL19/RPL7A/RPL10A/RPS21/RPL36"	9	2.64737366696333	"CC"
